dia,fips,sex,race,diabete3
1,1,1,1,0.146339727
1,1,1,2,0.163848937
1,1,1,3,0.075137236
1,1,1,4,0.187344948
1,1,1,5,0.064306063
1,2,1,1,0.070790363
1,2,1,2,0.174319282
1,2,1,3,0.012474389
1,2,1,4,0.079622417
1,2,1,5,0.074394516
1,4,1,1,0.113892922
1,4,1,2,0.157644236
1,4,1,3,0.131454722
1,4,1,4,0.12790733
1,4,1,5,0.143230992
1,5,1,1,0.134154881
1,5,1,2,0.174932126
1,5,1,3,0.038394949
1,5,1,4,0.128482473
1,5,1,5,0.04595483
1,6,1,1,0.097449605
1,6,1,2,0.078974292
1,6,1,3,0.115612851
1,6,1,4,0.12095969
1,6,1,5,0.037727845
1,8,1,1,0.065119237
1,8,1,2,0.053225041
1,8,1,3,0.078404489
1,8,1,4,0.054720803
1,8,1,5,0.082442223
1,9,1,1,0.100951945
1,9,1,2,0.142243213
1,9,1,3,0.098085124
1,9,1,4,0.078135974
1,9,1,5,0.096647378
1,10,1,1,0.121171867
1,10,1,2,0.107065597
1,10,1,3,0.060631485
1,10,1,4,0.084313396
1,10,1,5,0.163242545
1,11,1,1,0.02623779
1,11,1,2,0.122222461
1,11,1,3,0.01710198
1,11,1,4,0.012472119
1,11,1,5,0
1,12,1,1,0.131959961
1,12,1,2,0.152599408
1,12,1,3,0.099553105
1,12,1,4,0.110868927
1,12,1,5,0.075307705
1,13,1,1,0.131644402
1,13,1,2,0.117327568
1,13,1,3,0.086395625
1,13,1,4,0.061911724
1,13,1,5,0.052137232
1,15,1,1,0.068659066
1,15,1,2,0.102624905
1,15,1,3,0.081752834
1,15,1,4,0.13735086
1,15,1,5,0.117857808
1,16,1,1,0.084089584
1,16,1,2,0
1,16,1,3,0.114563371
1,16,1,4,0.103242667
1,16,1,5,0.161649775
1,17,1,1,0.094774367
1,17,1,2,0.160388595
1,17,1,3,0.089120411
1,17,1,4,0.067880774
1,17,1,5,0.030068604
1,18,1,1,0.114585771
1,18,1,2,0.181292834
1,18,1,3,0.095503336
1,18,1,4,0.056137549
1,18,1,5,0.084601216
1,19,1,1,0.095355556
1,19,1,2,0.033322287
1,19,1,3,0.066789256
1,19,1,4,0.068358122
1,19,1,5,0.050764218
1,20,1,1,0.099985529
1,20,1,2,0.15492164
1,20,1,3,0.061885899
1,20,1,4,0.087599543
1,20,1,5,0.093263067
1,21,1,1,0.142468743
1,21,1,2,0.122443959
1,21,1,3,0.043737138
1,21,1,4,0.176273909
1,21,1,5,0.202617421
1,22,1,1,0.112727616
1,22,1,2,0.108365239
1,22,1,3,0.101999097
1,22,1,4,0.151796801
1,22,1,5,0.126250379
1,23,1,1,0.114260407
1,23,1,2,0.049593443
1,23,1,3,0.0713014
1,23,1,4,0.078976429
1,23,1,5,0.164476041
1,24,1,1,0.111082486
1,24,1,2,0.144812394
1,24,1,3,0.079900632
1,24,1,4,0.072104751
1,24,1,5,0.115093692
1,25,1,1,0.097401597
1,25,1,2,0.140334911
1,25,1,3,0.081125289
1,25,1,4,0.064976618
1,25,1,5,0.235976651
1,26,1,1,0.121346974
1,26,1,2,0.145221909
1,26,1,3,0.101267665
1,26,1,4,0.071955767
1,26,1,5,0.128513717
1,27,1,1,0.093889296
1,27,1,2,0.086621208
1,27,1,3,0.065574149
1,27,1,4,0.089346725
1,27,1,5,0.063216525
1,28,1,1,0.123324191
1,28,1,2,0.151334698
1,28,1,3,0.103167723
1,28,1,4,0.110057942
1,28,1,5,0.114357046
1,29,1,1,0.124140551
1,29,1,2,0.13221164
1,29,1,3,0.075384261
1,29,1,4,0.065111097
1,29,1,5,0.115988023
1,30,1,1,0.078554737
1,30,1,2,0.108359273
1,30,1,3,0.048702184
1,30,1,4,0.158107578
1,30,1,5,0.085734848
1,31,1,1,0.087349913
1,31,1,2,0.081538126
1,31,1,3,0.056340243
1,31,1,4,0.1169827
1,31,1,5,0.199464811
1,32,1,1,0.122977371
1,32,1,2,0.160188435
1,32,1,3,0.078056543
1,32,1,4,0.071108977
1,32,1,5,0.023015152
1,33,1,1,0.106516865
1,33,1,2,0.019411302
1,33,1,3,0.157812336
1,33,1,4,0.081766425
1,33,1,5,0.089645955
1,34,1,1,0.09101507
1,34,1,2,0.165697017
1,34,1,3,0.093992171
1,34,1,4,0.066403508
1,34,1,5,0.014766377
1,35,1,1,0.100560842
1,35,1,2,0.099977539
1,35,1,3,0.12010802
1,35,1,4,0.221286288
1,35,1,5,0.055217489
1,36,1,1,0.100154977
1,36,1,2,0.122792851
1,36,1,3,0.103811725
1,36,1,4,0.122163681
1,36,1,5,0.094880761
1,37,1,1,0.108098143
1,37,1,2,0.131049023
1,37,1,3,0.064054377
1,37,1,4,0.070242996
1,37,1,5,0.154865153
1,38,1,1,0.095711906
1,38,1,2,0.122474703
1,38,1,3,0.039789281
1,38,1,4,0.119668094
1,38,1,5,0.019010703
1,39,1,1,0.115062955
1,39,1,2,0.130482094
1,39,1,3,0.101784953
1,39,1,4,0.06627799
1,39,1,5,0.154292643
1,40,1,1,0.121039794
1,40,1,2,0.126690314
1,40,1,3,0.087435421
1,40,1,4,0.140563338
1,40,1,5,0.127595792
1,41,1,1,0.094632907
1,41,1,2,0.081214949
1,41,1,3,0.131562146
1,41,1,4,0.116347472
1,41,1,5,0.117582612
1,42,1,1,0.11971233
1,42,1,2,0.109913868
1,42,1,3,0.172912578
1,42,1,4,0.073025333
1,42,1,5,0.070908354
1,44,1,1,0.114709459
1,44,1,2,0.062172776
1,44,1,3,0.066308557
1,44,1,4,0.086798163
1,44,1,5,0.070944723
1,45,1,1,0.12873559
1,45,1,2,0.149080901
1,45,1,3,0.016352288
1,45,1,4,0.13008914
1,45,1,5,0.109414996
1,46,1,1,0.089536761
1,46,1,2,0.02305577
1,46,1,3,0.028466639
1,46,1,4,0.072570796
1,46,1,5,0.038996813
1,47,1,1,0.137250304
1,47,1,2,0.111789965
1,47,1,3,0.093236091
1,47,1,4,0.180723043
1,47,1,5,0.189950142
1,48,1,1,0.106539443
1,48,1,2,0.158522907
1,48,1,3,0.106392882
1,48,1,4,0.12016568
1,48,1,5,0.047316073
1,49,1,1,0.081660897
1,49,1,2,0.108184303
1,49,1,3,0.055872865
1,49,1,4,0.081817856
1,49,1,5,0.074803422
1,50,1,1,0.088223633
1,50,1,2,0.052575565
1,50,1,3,0
1,50,1,4,0.194443321
1,50,1,5,0.054512256
1,51,1,1,0.113243354
1,51,1,2,0.145082441
1,51,1,3,0.039266341
1,51,1,4,0.054281043
1,51,1,5,0.060021296
1,53,1,1,0.100294989
1,53,1,2,0.12506256
1,53,1,3,0.074377804
1,53,1,4,0.074578052
1,53,1,5,0.12496823
1,54,1,1,0.152266161
1,54,1,2,0.119822916
1,54,1,3,0.161853722
1,54,1,4,0.168331462
1,54,1,5,0.128563711
1,55,1,1,0.114471831
1,55,1,2,0.143777157
1,55,1,3,0.090058581
1,55,1,4,0.058655122
1,55,1,5,0.176789512
1,56,1,1,0.082721177
1,56,1,2,0.215534518
1,56,1,3,0.0982588
1,56,1,4,0.027618647
1,56,1,5,0.070487803
1,66,1,1,0.057644475
1,66,1,2,0
1,66,1,3,0.091427766
1,66,1,4,0.095879828
1,66,1,5,0.066940141
1,72,1,1,0.509551746
1,72,1,2,0
1,72,1,3,0.149240204
1,72,1,4,0.028709043
1,72,1,5,1
1,78,1,1,0.053104659
1,78,1,2,0.134241876
1,78,1,3,0.089368605
1,78,1,4,0.238950533
1,78,1,5,0
1,1,2,1,0.167152238
1,1,2,2,0.19969974
1,1,2,3,0.217337034
1,1,2,4,0.136783774
1,1,2,5,0.136292867
1,2,2,1,0.11937716
1,2,2,2,0.087741991
1,2,2,3,0.128453587
1,2,2,4,0.081400883
1,2,2,5,0.070563398
1,4,2,1,0.108885883
1,4,2,2,0.148725958
1,4,2,3,0.128923348
1,4,2,4,0.173627272
1,4,2,5,0.110039356
1,5,2,1,0.15470674
1,5,2,2,0.183222307
1,5,2,3,0.207525015
1,5,2,4,0.412978873
1,5,2,5,0.521471595
1,6,2,1,0.111018665
1,6,2,2,0.158960325
1,6,2,3,0.183213967
1,6,2,4,0.20089846
1,6,2,5,0.148800279
1,8,2,1,0.069305489
1,8,2,2,0.083808454
1,8,2,3,0.13757121
1,8,2,4,0.075619723
1,8,2,5,0.112882987
1,9,2,1,0.105381471
1,9,2,2,0.197594415
1,9,2,3,0.190571494
1,9,2,4,0.104173383
1,9,2,5,0.133063626
1,10,2,1,0.141309339
1,10,2,2,0.182610944
1,10,2,3,0.211317346
1,10,2,4,0.068576187
1,10,2,5,0.073650522
1,11,2,1,0.034626832
1,11,2,2,0.170527443
1,11,2,3,0.04019012
1,11,2,4,0.084114666
1,11,2,5,0.363040202
1,12,2,1,0.148748142
1,12,2,2,0.186162576
1,12,2,3,0.162405035
1,12,2,4,0.150218696
1,12,2,5,0.106398222
1,13,2,1,0.171064737
1,13,2,2,0.177800427
1,13,2,3,0.20228879
1,13,2,4,0.050263687
1,13,2,5,0.074588771
1,15,2,1,0.057683588
1,15,2,2,0.155020106
1,15,2,3,0.178029707
1,15,2,4,0.17016678
1,15,2,5,0.149821741
1,16,2,1,0.11740626
1,16,2,2,0.112600809
1,16,2,3,0.105145822
1,16,2,4,0.109361266
1,16,2,5,0.22393869
1,17,2,1,0.121334008
1,17,2,2,0.162485958
1,17,2,3,0.203110992
1,17,2,4,0.102043615
1,17,2,5,0.11424077
1,18,2,1,0.137502501
1,18,2,2,0.148333262
1,18,2,3,0.113274803
1,18,2,4,0.157095287
1,18,2,5,0.265719882
1,19,2,1,0.112076166
1,19,2,2,0.111320737
1,19,2,3,0.121630082
1,19,2,4,0.108221484
1,19,2,5,0.132455872
1,20,2,1,0.118622167
1,20,2,2,0.215358601
1,20,2,3,0.126258563
1,20,2,4,0.138154135
1,20,2,5,0.203758837
1,21,2,1,0.166193194
1,21,2,2,0.190499924
1,21,2,3,0.310396369
1,21,2,4,0.263876812
1,21,2,5,0.187673552
1,22,2,1,0.145509186
1,22,2,2,0.208003563
1,22,2,3,0.059569841
1,22,2,4,0.175607085
1,22,2,5,0.059562855
1,23,2,1,0.120272376
1,23,2,2,0.025458884
1,23,2,3,0.0607302
1,23,2,4,0.119910437
1,23,2,5,0.182426516
1,24,2,1,0.111023952
1,24,2,2,0.155257348
1,24,2,3,0.136790629
1,24,2,4,0.141863682
1,24,2,5,0.080988464
1,25,2,1,0.114625512
1,25,2,2,0.242652301
1,25,2,3,0.202567087
1,25,2,4,0.1215853
1,25,2,5,0.285811715
1,26,2,1,0.122165307
1,26,2,2,0.12289741
1,26,2,3,0.107769994
1,26,2,4,0.141573232
1,26,2,5,0.128559456
1,27,2,1,0.117905593
1,27,2,2,0.130681704
1,27,2,3,0.171707926
1,27,2,4,0.152230947
1,27,2,5,0.16581156
1,28,2,1,0.152451022
1,28,2,2,0.231152723
1,28,2,3,0.012831104
1,28,2,4,0.095698556
1,28,2,5,0.361736005
1,29,2,1,0.129842707
1,29,2,2,0.145055085
1,29,2,3,0.229175321
1,29,2,4,0.091789641
1,29,2,5,0.174571723
1,30,2,1,0.088069876
1,30,2,2,0.212533522
1,30,2,3,0.043065339
1,30,2,4,0.18078166
1,30,2,5,0.131486923
1,31,2,1,0.1183627
1,31,2,2,0.246097858
1,31,2,3,0.150849915
1,31,2,4,0.126347415
1,31,2,5,0.179698506
1,32,2,1,0.1249842
1,32,2,2,0.180868363
1,32,2,3,0.188385846
1,32,2,4,0.160189686
1,32,2,5,0.073022813
1,33,2,1,0.112951706
1,33,2,2,0.276046581
1,33,2,3,0.065192015
1,33,2,4,0.033739361
1,33,2,5,0.073119295
1,34,2,1,0.101899833
1,34,2,2,0.155035589
1,34,2,3,0.183969895
1,34,2,4,0.0984684
1,34,2,5,0.240812281
1,35,2,1,0.111782079
1,35,2,2,0.109631827
1,35,2,3,0.182025843
1,35,2,4,0.140204345
1,35,2,5,0.066450893
1,36,2,1,0.093488977
1,36,2,2,0.171815983
1,36,2,3,0.166128073
1,36,2,4,0.126447249
1,36,2,5,0.285825704
1,37,2,1,0.125311287
1,37,2,2,0.179837949
1,37,2,3,0.164445938
1,37,2,4,0.133649657
1,37,2,5,0.226477159
1,38,2,1,0.08759823
1,38,2,2,0.054008938
1,38,2,3,0.164423226
1,38,2,4,0.220064887
1,38,2,5,0.095978521
1,39,2,1,0.143050881
1,39,2,2,0.131748979
1,39,2,3,0.183700794
1,39,2,4,0.068088547
1,39,2,5,0.157505428
1,40,2,1,0.129235873
1,40,2,2,0.17203643
1,40,2,3,0.136164488
1,40,2,4,0.142481324
1,40,2,5,0.180459649
1,41,2,1,0.130165065
1,41,2,2,0.170954884
1,41,2,3,0.226851974
1,41,2,4,0.169561994
1,41,2,5,0.14062357
1,42,2,1,0.144080968
1,42,2,2,0.177179734
1,42,2,3,0.066416674
1,42,2,4,0.046216218
1,42,2,5,0.129702157
1,44,2,1,0.115002203
1,44,2,2,0.166362401
1,44,2,3,0.11027346
1,44,2,4,0.066399465
1,44,2,5,0.089931705
1,45,2,1,0.128531664
1,45,2,2,0.221200956
1,45,2,3,0.110883257
1,45,2,4,0.112296827
1,45,2,5,0.153193883
1,46,2,1,0.080992816
1,46,2,2,0.275805115
1,46,2,3,0.063364534
1,46,2,4,0.183976511
1,46,2,5,0.170946227
1,47,2,1,0.152966771
1,47,2,2,0.209064837
1,47,2,3,0.168320389
1,47,2,4,0.260380581
1,47,2,5,0.382922098
1,48,2,1,0.1247119
1,48,2,2,0.155394538
1,48,2,3,0.177986307
1,48,2,4,0.063116549
1,48,2,5,0.167499304
1,49,2,1,0.118967549
1,49,2,2,0.260224518
1,49,2,3,0.115876862
1,49,2,4,0.210816856
1,49,2,5,0.113009041
1,50,2,1,0.09896721
1,50,2,2,0.053061834
1,50,2,3,0.139238529
1,50,2,4,0.069756816
1,50,2,5,0.224875094
1,51,2,1,0.13429416
1,51,2,2,0.182592889
1,51,2,3,0.081509859
1,51,2,4,0.074942955
1,51,2,5,0.085397939
1,53,2,1,0.118465379
1,53,2,2,0.147870463
1,53,2,3,0.145392764
1,53,2,4,0.086932702
1,53,2,5,0.102116062
1,54,2,1,0.166793403
1,54,2,2,0.196581761
1,54,2,3,0.067883621
1,54,2,4,0.124019244
1,54,2,5,0.202479401
1,55,2,1,0.089490774
1,55,2,2,0.134430206
1,55,2,3,0.055439654
1,55,2,4,0.045569786
1,55,2,5,0.04266043
1,56,2,1,0.097512477
1,56,2,2,0.10900604
1,56,2,3,0.108970225
1,56,2,4,0.154631781
1,56,2,5,0.279892748
1,66,2,1,0.054296623
1,66,2,2,0
1,66,2,3,0.183408924
1,66,2,4,0.150702406
1,66,2,5,0.102026995
1,72,2,1,0.002392199
1,72,2,2,0.25856864
1,72,2,3,0.172220046
1,72,2,4,0.144531172
1,78,2,1,0.035162898
1,78,2,2,0.191340215
1,78,2,3,0.099805223
1,78,2,4,0.159340498
1,78,2,5,0.076739617
1,1,3,1,0.157098207
1,2,3,1,0.093103666
1,4,3,1,0.111320282
1,5,3,1,0.144745815
1,6,3,1,0.104318882
1,8,3,1,0.067238175
1,9,3,1,0.10325767
1,10,3,1,0.131784422
1,11,3,1,0.030472307
1,12,3,1,0.140615641
1,13,3,1,0.151857492
1,15,3,1,0.063703518
1,16,3,1,0.100948111
1,17,3,1,0.108437863
1,18,3,1,0.12645141
1,19,3,1,0.103855384
1,20,3,1,0.109527833
1,21,3,1,0.154744863
1,22,3,1,0.12957502
1,23,3,1,0.117430908
1,24,3,1,0.111052198
1,25,3,1,0.106463379
1,26,3,1,0.121767395
1,27,3,1,0.106155739
1,28,3,1,0.138304437
1,29,3,1,0.127078101
1,30,3,1,0.083317931
1,31,3,1,0.103204198
1,32,3,1,0.123977254
1,33,3,1,0.109852012
1,34,3,1,0.096675214
1,35,3,1,0.106367033
1,36,3,1,0.096707302
1,37,3,1,0.117015762
1,38,3,1,0.09173801
1,39,3,1,0.129522745
1,40,3,1,0.125279897
1,41,3,1,0.112957038
1,42,3,1,0.132354583
1,44,3,1,0.114862042
1,45,3,1,0.128629896
1,46,3,1,0.085235563
1,47,3,1,0.14537358
1,48,3,1,0.115806711
1,49,3,1,0.10056301
1,50,3,1,0.093791072
1,51,3,1,0.123990705
1,53,3,1,0.109523827
1,54,3,1,0.159718
1,55,3,1,0.101765685
1,56,3,1,0.089964059
1,66,3,1,0.056402228
1,72,3,1,0.224034956
1,78,3,1,0.045913565
1,1,3,2,0.183683695
1,2,3,2,0.134096185
1,4,3,2,0.152768081
1,5,3,2,0.179507892
1,6,3,2,0.121572004
1,8,3,2,0.068332684
1,9,3,2,0.173912498
1,10,3,2,0.147926232
1,11,3,2,0.149387594
1,12,3,2,0.17040904
1,13,3,2,0.150399034
1,15,3,2,0.125996868
1,16,3,2,0.039710277
1,17,3,2,0.161526934
1,18,3,2,0.163723545
1,19,3,2,0.070176717
1,20,3,2,0.186078885
1,21,3,2,0.157544149
1,22,3,2,0.16384627
1,23,3,2,0.042487567
1,24,3,2,0.150538185
1,25,3,2,0.195188041
1,26,3,2,0.133183276
1,27,3,2,0.108954517
1,28,3,2,0.195573462
1,29,3,2,0.139751773
1,30,3,2,0.13686831
1,31,3,2,0.169068328
1,32,3,2,0.171416952
1,33,3,2,0.106668087
1,34,3,2,0.159884305
1,35,3,2,0.104929521
1,36,3,2,0.149755634
1,37,3,2,0.157902811
1,38,3,2,0.097127441
1,39,3,2,0.131158487
1,40,3,2,0.15016339
1,41,3,2,0.110122057
1,42,3,2,0.148708386
1,44,3,2,0.115753193
1,45,3,2,0.189032048
1,46,3,2,0.122313531
1,47,3,2,0.167145028
1,48,3,2,0.156766537
1,49,3,2,0.151751675
1,50,3,2,0.052718895
1,51,3,2,0.165025334
1,53,3,2,0.136473434
1,54,3,2,0.159603359
1,55,3,2,0.138064064
1,56,3,2,0.169147863
1,66,3,2,0
1,72,3,2,0.136595718
1,78,3,2,0.166465763
1,1,3,3,0.140960726
1,2,3,3,0.066187068
1,4,3,3,0.130187597
1,5,3,3,0.127293557
1,6,3,3,0.149508785
1,8,3,3,0.10745922
1,9,3,3,0.144719378
1,10,3,3,0.143384988
1,11,3,3,0.029653965
1,12,3,3,0.131892286
1,13,3,3,0.144737143
1,15,3,3,0.126479055
1,16,3,3,0.10980778
1,17,3,3,0.148652502
1,18,3,3,0.104948071
1,19,3,3,0.0981907
1,20,3,3,0.092084528
1,21,3,3,0.183271592
1,22,3,3,0.084617355
1,23,3,3,0.066515284
1,24,3,3,0.106752053
1,25,3,3,0.143858731
1,26,3,3,0.104728875
1,27,3,3,0.114885398
1,28,3,3,0.072180618
1,29,3,3,0.140286977
1,30,3,3,0.045698783
1,31,3,3,0.100454907
1,32,3,3,0.132406557
1,33,3,3,0.113960008
1,34,3,3,0.139010458
1,35,3,3,0.151554289
1,36,3,3,0.135813919
1,37,3,3,0.114029765
1,38,3,3,0.097809139
1,39,3,3,0.145721653
1,40,3,3,0.111964528
1,41,3,3,0.181550847
1,42,3,3,0.12138556
1,44,3,3,0.091507362
1,45,3,3,0.061206362
1,46,3,3,0.046833181
1,47,3,3,0.126279086
1,48,3,3,0.142145626
1,49,3,3,0.087646921
1,50,3,3,0.062078382
1,51,3,3,0.060246559
1,53,3,3,0.107884953
1,54,3,3,0.118740142
1,55,3,3,0.076859879
1,56,3,3,0.103931581
1,66,3,3,0.127675129
1,72,3,3,0.161441469
1,78,3,3,0.09476121
1,1,3,4,0.164992359
1,2,3,4,0.080496263
1,4,3,4,0.150874712
1,5,3,4,0.230677773
1,6,3,4,0.163369506
1,8,3,4,0.065266799
1,9,3,4,0.090328727
1,10,3,4,0.078706287
1,11,3,4,0.049047655
1,12,3,4,0.131915325
1,13,3,4,0.05650195
1,15,3,4,0.154867962
1,16,3,4,0.106678827
1,17,3,4,0.08207384
1,18,3,4,0.092831823
1,19,3,4,0.083857923
1,20,3,4,0.112952976
1,21,3,4,0.212586379
1,22,3,4,0.162387348
1,23,3,4,0.092946252
1,24,3,4,0.10866488
1,25,3,4,0.093632407
1,26,3,4,0.105690392
1,27,3,4,0.120413224
1,28,3,4,0.102935614
1,29,3,4,0.07599841
