"","fips","sex","x.race.g1","x.rfbmi5"
"5.39.2",39,2,5,0.642567080910439
"1.40.2",40,2,1,0.621048976836774
"2.40.2",40,2,2,0.698447281573448
"3.40.2",40,2,3,0.71242394497072
"4.40.2",40,2,4,0.562432540029976
"5.40.2",40,2,5,0.621804882176689
"1.41.2",41,2,1,0.564423388414348
"2.41.2",41,2,2,0.459787064241863
"3.41.2",41,2,3,0.610198666814718
"4.41.2",41,2,4,0.522844048684752
"5.41.2",41,2,5,0.610506041156266
"1.42.2",42,2,1,0.568323220921248
"2.42.2",42,2,2,0.797417402949569
"3.42.2",42,2,3,0.585618509754555
"4.42.2",42,2,4,0.452617270135937
"5.42.2",42,2,5,0.777955412184599
"1.44.2",44,2,1,0.545654702105096
"2.44.2",44,2,2,0.690765467255924
"3.44.2",44,2,3,0.716255310858919
"4.44.2",44,2,4,0.348878992339108
"5.44.2",44,2,5,0.485948806508342
"1.45.2",45,2,1,0.570376715865951
"2.45.2",45,2,2,0.790422398967206
"3.45.2",45,2,3,0.596056961335508
"4.45.2",45,2,4,0.471395059290205
"5.45.2",45,2,5,0.686599986785689
"1.46.2",46,2,1,0.595432808946975
"2.46.2",46,2,2,0.391850660952265
"3.46.2",46,2,3,0.678441099028321
"4.46.2",46,2,4,0.590584379277569
"5.46.2",46,2,5,0.783482633456754
"1.47.2",47,2,1,0.601053033445877
"2.47.2",47,2,2,0.772867251196984
"3.47.2",47,2,3,0.558508425103425
"4.47.2",47,2,4,0.681330083103838
"5.47.2",47,2,5,0.633056122077018
"1.48.2",48,2,1,0.591615905968886
"2.48.2",48,2,2,0.669053359883525
"3.48.2",48,2,3,0.695950610662903
"4.48.2",48,2,4,0.373068063677393
"5.48.2",48,2,5,0.468259215880132
"1.49.2",49,2,1,0.517377724219745
"2.49.2",49,2,2,0.464095526679681
"3.49.2",49,2,3,0.601658772807129
"4.49.2",49,2,4,0.552497526641215
"5.49.2",49,2,5,0.472417454044503
"1.50.2",50,2,1,0.532912798755082
"2.50.2",50,2,2,0.673484358420352
"3.50.2",50,2,3,0.475013681878838
"4.50.2",50,2,4,0.216084136317043
"5.50.2",50,2,5,0.53843120695558
"1.51.2",51,2,1,0.568094779613651
"2.51.2",51,2,2,0.784728160032092
"3.51.2",51,2,3,0.629034188439532
"4.51.2",51,2,4,0.398654335651871
"5.51.2",51,2,5,0.568722669687757
"1.53.2",53,2,1,0.577260404958302
"2.53.2",53,2,2,0.762152867020671
"3.53.2",53,2,3,0.660243027270563
"4.53.2",53,2,4,0.348366426037528
"5.53.2",53,2,5,0.594591314842556
"1.54.2",54,2,1,0.660020844282521
"2.54.2",54,2,2,0.758502338798993
"3.54.2",54,2,3,0.76515583662247
"4.54.2",54,2,4,0.430658339701782
"5.54.2",54,2,5,0.599856398540897
"1.55.2",55,2,1,0.595185546890284
"2.55.2",55,2,2,0.729424992722852
"3.55.2",55,2,3,0.571970255122448
"4.55.2",55,2,4,0.423873160002275
"5.55.2",55,2,5,0.679304986945355
"1.56.2",56,2,1,0.554794119523663
"2.56.2",56,2,2,0.770037004541602
"3.56.2",56,2,3,0.651842381892988
"4.56.2",56,2,4,0.667457644710531
"5.56.2",56,2,5,0.535558929029018
"1.66.2",66,2,1,0.633719538368842
"2.66.2",66,2,2,0.944839921747987
"3.66.2",66,2,3,0.731816015700361
"4.66.2",66,2,4,0.596259488752606
"5.66.2",66,2,5,0.549460378227973
"1.72.2",72,2,1,0.450371395972257
"2.72.2",72,2,2,0.824789096050024
"3.72.2",72,2,3,0.65005102819038
"4.72.2",72,2,4,0.520703327862529
"1.78.2",78,2,1,0.45828350068109
"2.78.2",78,2,2,0.766264595970812
"3.78.2",78,2,3,0.812618212616791
"4.78.2",78,2,4,0.854531383890383
"5.78.2",78,2,5,0.856664593736902
"1.1",1,3,1,0.685638987210451
"2.1",2,3,1,0.679842844869262
"4.1",4,3,1,0.625769295850264
"5.1",5,3,1,0.678496283170625
"6.1",6,3,1,0.593458120998069
"8.1",8,3,1,0.554980353617349
"9.1",9,3,1,0.606806444584039
"10.1",10,3,1,0.678045411135013
"11.1",11,3,1,0.391969612310671
"12.1",12,3,1,0.620144845234168
"13.1",13,3,1,0.64547258991584
"15.1",15,3,1,0.54674238658086
"16.1",16,3,1,0.647020673096422
"17.1",17,3,1,0.64628379956009
"18.1",18,3,1,0.664554248887514
"19.1",19,3,1,0.688675100444617
"20.1",20,3,1,0.658240175015609
"21.1",21,3,1,0.692487743319511
"22.1",22,3,1,0.664340527245907
"23.1",23,3,1,0.652655934457422
"24.1",24,3,1,0.636194295068356
"25.1",25,3,1,0.5993866184743
"26.1",26,3,1,0.668675637332871
"27.1",27,3,1,0.648327992794138
"28.1",28,3,1,0.679965692181867
"29.1",29,3,1,0.66549297513037
"30.1",30,3,1,0.629455112737645
"31.1",31,3,1,0.679253771255588
"32.1",32,3,1,0.615999728566262
"33.1",33,3,1,0.63986234163694
"34.1",34,3,1,0.623865610889111
"35.1",35,3,1,0.606121445666192
"36.1",36,3,1,0.597968986556946
"37.1",37,3,1,0.64956403964234
"38.1",38,3,1,0.691904337665782
"39.1",39,3,1,0.661246566653318
"40.1",40,3,1,0.683475058940751
"41.1",41,3,1,0.623428993517363
"42.1",42,3,1,0.655817461873518
"44.1",44,3,1,0.62420606556575
"45.1",45,3,1,0.647806017900471
"46.1",46,3,1,0.670717093633611
"47.1",47,3,1,0.679700625136006
"48.1",48,3,1,0.661830328207284
"49.1",49,3,1,0.597946983780523
"50.1",50,3,1,0.621257066233652
"51.1",51,3,1,0.639698966941632
"53.1",53,3,1,0.646601640315781
"54.1",54,3,1,0.709372634274494
"55.1",55,3,1,0.668803517465317
"56.1",56,3,1,0.638778879648411
"66.1",66,3,1,0.740511383755627
"72.1",72,3,1,0.527471001181871
"78.1",78,3,1,0.561497716922805
"1.2",1,3,2,0.746046627547532
"2.2",2,3,2,0.741621442579581
"4.2",4,3,2,0.565043895403635
"5.2",5,3,2,0.75064092069421
"6.2",6,3,2,0.666115104518185
"8.2",8,3,2,0.667344755486145
"9.2",9,3,2,0.70208137292931
"10.2",10,3,2,0.739938102378753
"11.2",11,3,2,0.686599685403667
"12.2",12,3,2,0.666501560541291
"13.2",13,3,2,0.703339828392433
"15.2",15,3,2,0.721008060583762
"16.2",16,3,2,0.241154469419377
"17.2",17,3,2,0.736485373404205
"18.2",18,3,2,0.768060254511677
"19.2",19,3,2,0.713213128948974
"20.2",20,3,2,0.788412778388048
"21.2",21,3,2,0.733798399444655
"22.2",22,3,2,0.753943742200804
"23.2",23,3,2,0.6615282349336
"24.2",24,3,2,0.71780537045494
"25.2",25,3,2,0.664055863571216
"26.2",26,3,2,0.743042341971705
"27.2",27,3,2,0.667167051839418
"28.2",28,3,2,0.779419860966289
"29.2",29,3,2,0.749042693303111
"30.2",30,3,2,0.492665221202787
"31.2",31,3,2,0.724289795527695
"32.2",32,3,2,0.724970524981293
"33.2",33,3,2,0.703679705523016
"34.2",34,3,2,0.736537063422918
"35.2",35,3,2,0.486694420685686
"36.2",36,3,2,0.699370597152907
"37.2",37,3,2,0.759658763881534
"38.2",38,3,2,0.358894879588638
"39.2",39,3,2,0.713946998643808
"40.2",40,3,2,0.758186068440434
"41.2",41,3,2,0.770989667651908
"42.2",42,3,2,0.729927965277852
"44.2",44,3,2,0.660812176256795
"45.2",45,3,2,0.758893284525763
"46.2",46,3,2,0.492682007518794
"47.2",47,3,2,0.749182969793604
"48.2",48,3,2,0.712511878783277
"49.2",49,3,2,0.581940151094806
"50.2",50,3,2,0.674604411549212
"51.2",51,3,2,0.761473206488537
"53.2",53,3,2,0.703476911055047
"54.2",54,3,2,0.780246761020842
"55.2",55,3,2,0.696596008348905
"56.2",56,3,2,0.606123731723692
"66.2",66,3,2,0.788844765258042
"72.2",72,3,2,0.710961937047776
"78.2",78,3,2,0.657348323186423
"1.3",1,3,3,0.667779576999334
"2.3",2,3,3,0.680691604387668
"4.3",4,3,3,0.681476380951122
"5.3",5,3,3,0.605442579039481
"6.3",6,3,3,0.715028408052691
"8.3",8,3,3,0.678538333974766
"9.3",9,3,3,0.690461959533841
"10.3",10,3,3,0.638415657226066
"11.3",11,3,3,0.506189720945371
"12.3",12,3,3,0.676289777519035
"13.3",13,3,3,0.705622624772513
"15.3",15,3,3,0.631281258070426
"16.3",16,3,3,0.698044138981367
"17.3",17,3,3,0.693141945598507
"18.3",18,3,3,0.678188233934877
"19.3",19,3,3,0.659997496528635
"20.3",20,3,3,0.731510672742667
"21.3",21,3,3,0.62699187357482
"22.3",22,3,3,0.693218343861345
"23.3",23,3,3,0.667738849374797
"24.3",24,3,3,0.668353019472809
"25.3",25,3,3,0.660906075322018
"26.3",26,3,3,0.720653815449658
"27.3",27,3,3,0.725226938574278
"28.3",28,3,3,0.635235148601511
"29.3",29,3,3,0.666758320431354
"30.3",30,3,3,0.621680651210324
"31.3",31,3,3,0.744038909306696
"32.3",32,3,3,0.669880722809625
"33.3",33,3,3,0.564180938621788
"34.3",34,3,3,0.740008108757263
"35.3",35,3,3,0.689433522135973
"36.3",36,3,3,0.660084286412435
"37.3",37,3,3,0.66310270925372
"38.3",38,3,3,0.606197552544186
"39.3",39,3,3,0.644737216401899
"40.3",40,3,3,0.767093547276134
"41.3",41,3,3,0.670623496716707
"42.3",42,3,3,0.636398647281514
"44.3",44,3,3,0.75202527526176
"45.3",45,3,3,0.612291858793306
"46.3",46,3,3,0.733698098901847
"47.3",47,3,3,0.604151550607468
"48.3",48,3,3,0.734471694172203
"49.3",49,3,3,0.655720076157642
"50.3",50,3,3,0.60659400249741
"51.3",51,3,3,0.655166038852127
"53.3",53,3,3,0.727235218966333
"54.3",54,3,3,0.680691859946636
"55.3",55,3,3,0.613043732937526
"56.3",56,3,3,0.687028259891654
"66.3",66,3,3,0.736054574788295
"72.3",72,3,3,0.666048275335654
"78.3",78,3,3,0.678804968170729
"1.4",1,3,4,0.572234660528595
"2.4",2,3,4,0.644944825551305
"4.4",4,3,4,0.546721604989445
"5.4",5,3,4,0.637764396390855
"6.4",6,3,4,0.418552868863956
"8.4",8,3,4,0.496081977065346
"9.4",9,3,4,0.462416622685309
"10.4",10,3,4,0.471398970325819
"11.4",11,3,4,0.530373677069191
"12.4",12,3,4,0.438661645878743
"13.4",13,3,4,0.472639051139162
"15.4",15,3,4,0.52658909194852
"16.4",16,3,4,0.487956853103597
"17.4",17,3,4,0.429233149311961
"18.4",18,3,4,0.435848206806059
"19.4",19,3,4,0.557726859528524
"20.4",20,3,4,0.520737204457803
"21.4",21,3,4,0.54152065998815
"22.4",22,3,4,0.716048188624202
"23.4",23,3,4,0.613863223640229
"24.4",24,3,4,0.42431250778132
"25.4",25,3,4,0.483598942071518
"26.4",26,3,4,0.537881365866373
"27.4",27,3,4,0.554933564621582
"28.4",28,3,4,0.652518011329702
"29.4",29,3,4,0.554998520200442
"30.4",30,3,4,0.61523204218648
"31.4",31,3,4,0.590395111664726
"32.4",32,3,4,0.483118563876145
"33.4",33,3,4,0.484558048136504
"34.4",34,3,4,0.430646764006491
"35.4",35,3,4,0.65498468429501
"36.4",36,3,4,0.423668259228632
"37.4",37,3,4,0.56342096718798
"38.4",38,3,4,0.688954658461505
"39.4",39,3,4,0.491060799875317
"40.4",40,3,4,0.613872031686354
"41.4",41,3,4,0.576974251636558
"42.4",42,3,4,0.405295091467165
"44.4",44,3,4,0.549836725404278
"45.4",45,3,4,0.545937679796875
"46.4",46,3,4,0.665325633690137
"47.4",47,3,4,0.639689945900706
"48.4",48,3,4,0.499593241562809
"49.4",49,3,4,0.569674332063598
"50.4",50,3,4,0.496745948965608
"51.4",51,3,4,0.534013654175256
"53.4",53,3,4,0.456549912962734
"54.4",54,3,4,0.575726035197754
"55.4",55,3,4,0.48918850110462
"56.4",56,3,4,0.640122401430656
"66.4",66,3,4,0.623480516134183
"72.4",72,3,4,0.537527114750002
"78.4",78,3,4,0.744069830115953
"1.5",1,3,5,0.621897332963136
"2.5",2,3,5,0.47634582249236
"4.5",4,3,5,0.68167466455494
"5.5",5,3,5,0.599086406664781
"6.5",6,3,5,0.597147944115022
"8.5",8,3,5,0.592656991933603
"9.5",9,3,5,0.656098770878272
"10.5",10,3,5,0.603261928312811
"11.5",11,3,5,0.561717868271752
"12.5",12,3,5,0.616619004037601
"13.5",13,3,5,0.597262993919877
"15.5",15,3,5,0.677683050250586
"16.5",16,3,5,0.758956712638647
"17.5",17,3,5,0.500857031843511
"18.5",18,3,5,0.767048661816062
"19.5",19,3,5,0.742175923963002
"20.5",20,3,5,0.673099361618853
"21.5",21,3,5,0.723005595412308
"22.5",22,3,5,0.612531980041891
"23.5",23,3,5,0.640406040335811
"24.5",24,3,5,0.572812604885469
"25.5",25,3,5,0.631836571153053
"26.5",26,3,5,0.678058666446993
"27.5",27,3,5,0.685255545141684
"28.5",28,3,5,0.635845968604414
"29.5",29,3,5,0.713837005120594
"30.5",30,3,5,0.641348153700073
"31.5",31,3,5,0.787630446334763
"32.5",32,3,5,0.646503673811151
"33.5",33,3,5,0.691434092712072
"34.5",34,3,5,0.530404596202826
"35.5",35,3,5,0.780718297626934
"36.5",36,3,5,0.620898640272963
"37.5",37,3,5,0.571455802726608
"38.5",38,3,5,0.582199408931666
"39.5",39,3,5,0.677209297757959
"40.5",40,3,5,0.670359861130936
"41.5",41,3,5,0.62249145019415
"42.5",42,3,5,0.729960284564336
"44.5",44,3,5,0.545017206029268
"45.5",45,3,5,0.677018856202065
"46.5",46,3,5,0.711451959836312
"47.5",47,3,5,0.661778503700355
"48.5",48,3,5,0.578680044249622
"49.5",49,3,5,0.546874858283429
"50.5",50,3,5,0.492178855668523
"51.5",51,3,5,0.646040729507968
"53.5",53,3,5,0.650280705360951
"54.5",54,3,5,0.687317977514697
"55.5",55,3,5,0.674666083968886
"56.5",56,3,5,0.554994233534056
"66.5",66,3,5,0.630330310609683
"72.5",72,3,5,1
"78.5",78,3,5,0.762603286575012
"1.11",1,1,6,0.745675026956735
"2.11",2,1,6,0.703660445967935
"4.11",4,1,6,0.695422750087837
"5.11",5,1,6,0.702728813980041
"6.11",6,1,6,0.671771224678524
"8.11",8,1,6,0.652535643735477
"9.11",9,1,6,0.695713389954503
"10.11",10,1,6,0.730295804934628
"11.11",11,1,6,0.5776876139741
"12.11",12,1,6,0.697729245333247
"13.11",13,1,6,0.698350090191126
"15.11",15,1,6,0.669826635792143
"16.11",16,1,6,0.721382390420581
"17.11",17,1,6,0.716543166418868
"18.11",18,1,6,0.711501056669315
"19.11",19,1,6,0.760485762647882
"20.11",20,1,6,0.728391695856173
"21.11",21,1,6,0.734039314618676
"22.11",22,1,6,0.734501595715582
"23.11",23,1,6,0.71993314973178
"24.11",24,1,6,0.693838157796955
"25.11",25,1,6,0.683662764343389
"26.11",26,1,6,0.726182948437205
"27.11",27,1,6,0.729583284015836
"28.11",28,1,6,0.741016471308516
"29.11",29,1,6,0.746990446697469
"30.11",30,1,6,0.694595942217853
"31.11",31,1,6,0.748863197984624
"32.11",32,1,6,0.694100407624977
"33.11",33,1,6,0.71541170649001
"34.11",34,1,6,0.723444384659778
"35.11",35,1,6,0.699807468070834
"36.11",36,1,6,0.667603941237444
"37.11",37,1,6,0.713170039146004
"38.11",38,1,6,0.736498220479838
"39.11",39,1,6,0.707825646596053
"40.11",40,1,6,0.746238418812349
"41.11",41,1,6,0.687070989414324
"42.11",42,1,6,0.71371357647166
"44.11",44,1,6,0.705222693808773
"45.11",45,1,6,0.716805298684976
"46.11",46,1,6,0.736301338204305
"47.11",47,1,6,0.740489193497035
"48.11",48,1,6,0.738581583317886
"49.11",49,1,6,0.671099037121575
"50.11",50,1,6,0.706030674011966
"51.11",51,1,6,0.708060570986242
"53.11",53,1,6,0.700366440027303
"54.11",54,1,6,0.756724673177038
"55.11",55,1,6,0.720089919095541
"56.11",56,1,6,0.706968062996359
"66.11",66,1,6,0.678260492804553
"72.11",72,1,6,0.683096907082107
"78.11",78,1,6,0.544742653379291
"1.21",1,2,6,0.648369442744484
"2.21",2,2,6,0.620511039342476
"4.21",4,2,6,0.566864168927396
"5.21",5,2,6,0.662867721250437
"6.21",6,2,6,0.547382289723014
"8.21",8,2,6,0.502188620254156
"9.21",9,2,6,0.542040413552837
"10.21",10,2,6,0.628263742420127
"11.21",11,2,6,0.493985830849871
"12.21",12,2,6,0.567690095557907
"13.21",13,2,6,0.61825256814309
"15.21",15,2,6,0.477430069931766
"16.21",16,2,6,0.569318126329108
"17.21",17,2,6,0.585532807780334
"18.21",18,2,6,0.628436146168371
"19.21",19,2,6,0.606214367244987
"20.21",20,2,6,0.601509741470383
"21.21",21,2,6,0.648362032407915
"22.21",22,2,6,0.652516677935925
"23.21",23,2,6,0.585457656794415
"24.21",24,2,6,0.59615770635008
"25.21",25,2,6,0.516007645239706
"26.21",26,2,6,0.624641410820237
"27.21",27,2,6,0.559640101203235
"28.21",28,2,6,0.684730574997014
"29.21",29,2,6,0.59617756402022
"30.21",30,2,6,0.554143357282125
"31.21",31,2,6,0.6174429437926
"32.21",32,2,6,0.547248748177029
"33.21",33,2,6,0.548726509923457
"34.21",34,2,6,0.552854347817961
"35.21",35,2,6,0.595238494705183
"36.21",36,2,6,0.546919415275684
"37.21",37,2,6,0.623987148324014
"38.21",38,2,6,0.618472205463176
"39.21",39,2,6,0.617901021335183
"40.21",40,2,6,0.627946425270836
"41.21",41,2,6,0.566255962762473
"42.21",42,2,6,0.592698141816348
"44.21",44,2,6,0.567986814966218
"45.21",45,2,6,0.629721153215915
"46.21",46,2,6,0.597020461237116
"47.21",47,2,6,0.630863767739537
"48.21",48,2,6,0.62531974612942
"49.21",49,2,6,0.527373761845481
"50.21",50,2,6,0.525392759163001
"51.21",51,2,6,0.601906759559987
"53.21",53,2,6,0.565862046558712
"54.21",54,2,6,0.661108843970575
"55.21",55,2,6,0.59805161517594
"56.21",56,2,6,0.567434988427208
"66.21",66,2,6,0.601689664402455
"72.21",72,2,6,0.648985682852282
"78.21",78,2,6,0.758500552751833
